model,slug,product_name,category,current_plan,current_months,current_price,current_promo,pdf_plan,pdf_months,pdf_price,pdf_promo,difference,status,source_pdf,source_page,confidence,notes
ZT4Q24GPLA1,zt4q24,"แอร์ LG 4Way Cassette 24,500 BTU",เครื่องปรับอากาศ SAC 4Way Cassette,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,1949,รุ่นใหม่ Y2026,Visit 5Y | ทุกๆ4 เดอื น,60,1949,-,0,MATCH,Price list_Aug_V3.pdf,38,high,PDF policy: VISIT_5Y_4M
ZT4Q36GNLA1,zt4q36,"เครื่องปรับอากาศ 4-Way Cassette ขนาด 36,200 BTU",เครื่องปรับอากาศ SAC 4Way Cassette,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,2349,รุ่นใหม่ Y2026,Visit 5Y | ทุกๆ4 เดอื น,60,2349,-,0,MATCH,Price list_Aug_V3.pdf,38,high,PDF policy: VISIT_5Y_4M
ZT4Q48GMLA1,zt4q48,"เครื่องปรับอากาศ 4-Way Cassette ขนาด 48,000 BTU",เครื่องปรับอากาศ SAC 4Way Cassette,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,2499,รุ่นใหม่ Y2026,Visit 5Y | ทุกๆ4 เดอื น,60,2499,-,0,MATCH,Price list_Aug_V3.pdf,38,high,PDF policy: VISIT_5Y_4M
ZT1Q12GULA1,zt1q12,"เครื่องปรับอากาศ 1-Way Cassette ขนาด 10,500 BTU",เครื่องปรับอากาศ SAC 1 Way Cassette,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,1499,รุ่นใหม่ Y2026,Visit 5Y | ทุกๆ4 เดอื น,60,1499,-,0,MATCH,Price list_Aug_V3.pdf,39,high,PDF policy: VISIT_5Y_4M
ZT1Q18GTLA1,zt1q18,"(PM 2.5, DUAL Vane) เครื่องปรับอากาศ 1-Way Cassette ขนาด 18,000 BTU",เครื่องปรับอากาศ SAC 1 Way Cassette,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,1599,รุ่นใหม่ Y2026,Visit 5Y | ทุกๆ4 เดอื น,60,1599,-,0,MATCH,Price list_Aug_V3.pdf,39,high,PDF policy: VISIT_5Y_4M
ZT1Q24GTLA1,zt1q24,"เครื่องปรับอากาศ 1-Way Cassette ขนาด 23,500 BTU",เครื่องปรับอากาศ SAC 1 Way Cassette,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,1799,รุ่นใหม่ Y2026,Visit 5Y | ทุกๆ4 เดอื น,60,1799,-,0,MATCH,Price list_Aug_V3.pdf,39,high,PDF policy: VISIT_5Y_4M
ZTRQ36GYLA1,ztrq36,"แอร์ LG Round Cassette 36,700 BTU",เครื่องปรับอากาศ SAC Round Cassette,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,2599,รุ่นใหม่ Y2026,Visit 5Y | ทุกๆ4 เดอื น,60,2599,-,0,MATCH,Price list_Aug_V3.pdf,40,high,PDF policy: VISIT_5Y_4M
ZTRQ48GYLA1,ztrq48,"แอร์ LG Round Cassette 47,100 BTU",เครื่องปรับอากาศ SAC Round Cassette,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,2799,รุ่นใหม่ Y2026,Visit 5Y | ทุกๆ4 เดอื น,60,2799,-,0,MATCH,Price list_Aug_V3.pdf,40,high,PDF policy: VISIT_5Y_4M
OLED48C6PSA,oled48c6psa,"ทีวี 48"" LG OLED evo C6 4K Smart TV 2026",โทรทัศน์ OLED,ไม่รับบริการ 5 ปี (60 เดือน) · โปร 8 เดือน | ไม่มีบริการ,60,749,50% เดือน 1-20,No Service 5Y,60,749,Advance 50% 12 เดือน + ลด 50% อีก 8 เดือน,0,NEEDS_MANUAL_REVIEW,Sale Price8 - Subscription_V3.pdf,8,low,PDF page has overlapping legacy/new text values; visible row is internally coherent but source layer is not clean. | PDF advance payment: ฿4494 | Current advance payment: ฿4494 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_DC50%(8M)
OLED48C6PSA,oled48c6psa,"ทีวี 48"" LG OLED evo C6 4K Smart TV 2026",โทรทัศน์ OLED,ไม่รับบริการ 5 ปี (60 เดือน) · โปร 3 เดือน | ไม่มีบริการ,60,749,50% เดือน 1-15,No Service 5Y,60,749,Advance 50% 12 เดือน + ลด 50% อีก 3 เดือน + xboom BOUNCE,0,NEEDS_MANUAL_REVIEW,Sale Price8 - Subscription_V3.pdf,8,low,PDF page has overlapping text and the 3-month offer includes an xboom BOUNCE gift that is absent from the current promo text. | PDF advance payment: ฿4494 | Current advance payment: ฿4494 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_DC50%(3M)
OLED55C6PSA,oled55c6psa,"ทีวี 55"" LG OLED evo C6 4K Smart TV 2026",โทรทัศน์ OLED,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,1099,50% เดือน 1-20,No Service 5Y,60,1099,•Advance payment 50% 12 บลิ แรก •13M~20M (8 Months 50% Discount),0,MATCH,Price list_Aug_V3.pdf,44,high,PDF advance payment: ฿6594 | Current advance payment: ฿6594 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(8M)
OLED65C6PSA,oled65c6psa,"ทีวี 65"" LG OLED evo C6 4K Smart TV 2026",โทรทัศน์ OLED,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,1299,50% เดือน 1-20,No Service 5Y,60,1299,•Advance payment 50% 12 บลิ แรก •13M~20M (8 Months 50% Discount),0,MATCH,Price list_Aug_V3.pdf,44,high,PDF advance payment: ฿7794 | Current advance payment: ฿7794 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(8M)
OLED77C6PSA,oled77c6psa,"ทีวี 77"" LG OLED evo C6 4K Smart TV 2026",โทรทัศน์ OLED,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,1999,50% เดือน 1-20,No Service 5Y,60,1999,•Advance payment 50% 12 บลิ แรก •13M~20M (8 Months 50% Discount),0,MATCH,Price list_Aug_V3.pdf,44,high,PDF advance payment: ฿11994 | Current advance payment: ฿11994 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(8M)
OLED77C6PSA + S80TY,oled77c6psa-s80ty,"ทีวี 77"" LG OLED evo C6 4K Smart TV 2026 + Soundbar S80TY (ของแถม)",โทรทัศน์ OLED,ไม่รับบริการ 5 ปี (60 เดือน) · ของแถม S80TY | ไม่มีบริการ,60,1999,50% เดือน 1-15 · ของแถม Soundbar S80TY,No Service 5Y,60,1999,•Advance payment 50% 12 บลิ แรก •13M~15M (3 Months 50% Discount) •แถมฟร ีSound Bar S80TY.DTHALLK,0,MATCH,Price list_Aug_V3.pdf,42,high,PDF advance payment: ฿11994 | Current advance payment: ฿11994 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(3M)_FREE_GIFT
OLED65C6PSA + S80TY,oled65c6psa-s80ty,"ทีวี 65"" LG OLED evo C6 4K Smart TV 2026 + Soundbar S80TY (ของแถม)",โทรทัศน์ OLED,ไม่รับบริการ 5 ปี (60 เดือน) · ของแถม S80TY | ไม่มีบริการ,60,1299,50% เดือน 1-15 · ของแถม Soundbar S80TY,No Service 5Y,60,1299,•Advance payment 50% 12 บลิ แรก •13M~15M (3 Months 50% Discount) •แถมฟร ีSound Bar S80TY.DTHALLK,0,MATCH,Price list_Aug_V3.pdf,42,high,PDF advance payment: ฿7794 | Current advance payment: ฿7794 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(3M)_FREE_GIFT
OLED55C6PSA + S30A,oled55c6psa-s30a,"ทีวี 55"" LG OLED evo C6 4K Smart TV 2026 + Soundbar S30A (ของแถม)",โทรทัศน์ OLED,ไม่รับบริการ 5 ปี (60 เดือน) · ของแถม S30A | ไม่มีบริการ,60,1099,50% เดือน 1-15 · ของแถม Soundbar S30A,No Service 5Y,60,1099,•Advance payment 50% 12 บลิ แรก •13M~15M (3 Months 50% Discount) •แถมฟร ีSound Bar S30A.ATHALLK,0,MATCH,Price list_Aug_V3.pdf,42,high,PDF advance payment: ฿6594 | Current advance payment: ฿6594 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(3M)_FREE_GIFT
75QNED86BSA,75qned86bsa,"ทีวี 75"" LG QNED evo AI Mini LED QNED86 4K Smart TV 2026",โทรทัศน์ QNED,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,849,50% เดือน 1-12,No Service 5Y,60,,Conflicting layered values,,NEEDS_MANUAL_REVIEW,Sale Price8 - Subscription_V3.pdf,8,low,"PDF exposes conflicting 849/899 monthly and 5,094/5,394 advance values; billing schedule also conflicts. No price chosen. | Current advance payment: ฿5094 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)"
100MRGB96BS,100mrgb96bs,"ทีวี 100"" LG Micro RGB evo AI MRGB96 4K Smart TV 2026",โทรทัศน์ QNED,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,4499,50% เดือน 1-20,No Service 5Y,60,4499,•Advance payment 50% 12 บลิ แรก •13M~20M (8 Months 50% Discount),0,MATCH,Price list_Aug_V3.pdf,41,high,PDF advance payment: ฿26994 | Current advance payment: ฿26994 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(8M)
100QNED86BS,100qned86bs,"ทีวี 100"" LG QNED evo AI Mini LED QNED86 4K Smart TV 2026",โทรทัศน์ QNED,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,2599,50% เดือน 1-12,No Service 5Y,60,2599,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,45,high,PDF advance payment: ฿15594 | Current advance payment: ฿15594 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
85QNED80BSA,85qned80bsa,"ทีวี 85"" LG QNED evo AI Mini LED QNED80 4K Smart TV 2026",โทรทัศน์ QNED,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,1349,50% เดือน 1-12,No Service 5Y,60,1349,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,45,high,PDF advance payment: ฿8094 | Current advance payment: ฿8094 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
65QNED80BSA,65qned80bsa,"ทีวี 65"" LG QNED evo AI Mini LED QNED80 4K Smart TV 2026",โทรทัศน์ QNED,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,649,50% เดือน 1-12,No Service 5Y,60,649,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,45,high,PDF advance payment: ฿3894 | Current advance payment: ฿3894 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
55QNED80BSA,55qned80bsa,"ทีวี 55"" LG QNED evo AI Mini LED QNED80 4K Smart TV 2026",โทรทัศน์ QNED,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,549,50% เดือน 1-12,No Service 5Y,60,549,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,45,high,PDF advance payment: ฿3294 | Current advance payment: ฿3294 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
75NU855BPSA,75nu855bpsa,"ทีวี 75"" LG NANO 4K UHD AI NU85 4K Smart TV 2026",โทรทัศน์ NanoCell,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,699,50% เดือน 1-12,No Service 5Y,60,699,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,46,high,PDF advance payment: ฿4194 | Current advance payment: ฿4194 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
65NU855BPSA,65nu855bpsa,"ทีวี 65"" LG NANO 4K UHD AI NU85 4K Smart TV 2026",โทรทัศน์ NanoCell,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,549,50% เดือน 1-12,No Service 5Y,60,549,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,46,high,PDF advance payment: ฿3294 | Current advance payment: ฿3294 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
27LX6TDGA,27lx6tdga,LG StanbyME2,โทรทัศน์ StanbyME,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,749,50% เดือน 1-20,No Service 5Y,60,749,•Advance payment 50% 12 บลิ แรก •13M~20M (8 Months 50% Discount),0,MATCH,Price list_Aug_V3.pdf,43,high,PDF advance payment: ฿4494 | Current advance payment: ฿4494 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(8M)
32LX6BDGA,32lx6bdga,LG StanbyME 2 Max LX6 จอไลฟ์สไตล์ไร้สาย 4K ขนาด 32 นิ้ว,โทรทัศน์ StanbyME,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,849,50% เดือน 1-20,No Service 5Y,60,849,•Advance payment 50% 12 บลิ แรก •13M~20M (8 Months 50% Discount),0,MATCH,Price list_Aug_V3.pdf,47,high,PDF advance payment: ฿5094 | Current advance payment: ฿5094 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(8M)
27LX6TDGA + xboom GRAB,27lx6tdga-grab,LG StanbyME2 + xboom Grab (ของแถม),โทรทัศน์ StanbyME,ไม่รับบริการ 5 ปี (60 เดือน) · ของแถม GRAB | ไม่มีบริการ,60,749,50% เดือน 1-15 · ของแถม xboom GRAB,No Service 5Y,60,749,•Advance payment 50% 12 บลิ แรก •13M~15M (3 Months 50% Discount) •แถมฟร ีxboom GRAB,0,MATCH,Price list_Aug_V3.pdf,43,high,PDF advance payment: ฿4494 | Current advance payment: ฿4494 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_ DC50%(3M)_FREE_GIFT
27GX704A-B,27gx704a,LG UltraGear™ GX7 27 นิ้ว 240Hz OLED QHD Gaming Monitor 27GX704A DisplayHDR™ True Black 400,มอนิเตอร์,ไม่รับบริการ 5 ปี (60 เดือน) · โปร 8 เดือน | ไม่มีบริการ,60,349,50% เดือน 1-20,No Service 5Y,60,,Conflicting layered values including a 3-month extension,,NEEDS_MANUAL_REVIEW,Sale Price8 - Subscription_V3.pdf,9,low,"PDF exposes 349/2,094 and 399/2,394 layers; only the 399 layer shows an additional 3-month 50% offer. No authoritative price chosen. | Current advance payment: ฿2094 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)"
27GX704A-B,27gx704a,LG UltraGear™ GX7 27 นิ้ว 240Hz OLED QHD Gaming Monitor 27GX704A DisplayHDR™ True Black 400,มอนิเตอร์,ไม่รับบริการ 5 ปี (60 เดือน) · โปร 3 เดือน | ไม่มีบริการ,60,399,50% เดือน 1-15,No Service 5Y,60,,Second conflicting layered variant,,NEEDS_MANUAL_REVIEW,Sale Price8 - Subscription_V3.pdf,9,low,Second current variant maps to the same layered PDF page; authoritative old/new layer cannot be selected safely. | Current advance payment: ฿2394 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)_DC50%(3M)
45GX950A-B,45gx950a,"LG UltraGear™ 45"" OLED Dual-Mode 5K2K 0.03ms DisplayHDR True Black",มอนิเตอร์,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,1499,50% เดือน 1-12,No Service 5Y,60,1499,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,48,high,PDF advance payment: ฿8994 | Current advance payment: ฿8994 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
52G930B-B,52g930b,LG UltraGear evo G9 52 นิ้ว,มอนิเตอร์,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,1199,50% เดือน 1-12,No Service 5Y,60,1199,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,48,high,PDF advance payment: ฿7194 | Current advance payment: ฿7194 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
40U990A-W,40u990a,LG UltraFine™ 40 นิ้ว,มอนิเตอร์,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,999,50% เดือน 1-12,No Service 5Y,60,999,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,48,high,PDF advance payment: ฿5994 | Current advance payment: ฿5994 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
34U650A-B,34u650a,"34"" 21:9 UltraWide™ WQHD (3440x1440) IPS Monitor",มอนิเตอร์,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,399,50% เดือน 1-12,No Service 5Y,60,399,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,48,high,PDF advance payment: ฿2394 | Current advance payment: ฿2394 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
32U889SA-W,32u889sa,"จอมอนิเตอร์ 31.5"" 4K IPS Smart Monitor Swing จอสัมผัส ขาตั้งหมุนได้",มอนิเตอร์,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,699,50% เดือน 1-20,No Service 5Y,60,699,•Advance payment 50% 12 บลิ แรก •13M~20M (8 Months 50% Discount),0,MATCH,Price list_Aug_V3.pdf,48,high,PDF advance payment: ฿4194 | Current advance payment: ฿4194 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M) _ DC50%(8M)
32U889SA + xboom GRAB,32u889sa-grab,"จอมอนิเตอร์ 31.5"" 4K IPS Smart Monitor Swing + xboom Grab (ของแถม)",มอนิเตอร์,ไม่รับบริการ 5 ปี (60 เดือน) · ของแถม GRAB | ไม่มีบริการ,60,699,50% เดือน 1-15 · ของแถม xboom GRAB,No Service 5Y,60,699,•Advance payment 50% 12 บลิ แรก •13M~15M (3 Months 50% Discount),0,MATCH,Price list_Aug_V3.pdf,49,high,PDF advance payment: ฿4194 | Current advance payment: ฿4194 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M) _DC50%(3M)
S95TR,s95tr,ซาวด์บาร์ LG Dolby Atmos 9.1.5 ช่อง (820W),Sound bar,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,449,50% เดือน 1-12,No Service 5Y,60,449,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,51,high,PDF advance payment: ฿2694 | Current advance payment: ฿2694 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
S70TY,s70ty,ซาวด์บาร์ LG Dolby Atmos 3.1.1 ช่อง (400W),Sound bar,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,189,50% เดือน 1-12,No Service 5Y,60,189,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,51,high,PDF advance payment: ฿1134 | Current advance payment: ฿1134 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
xboom GRAB,xboom-grab,ลำโพงพกพา LG xboom Grab tuned by will.i.am,Bluetooth Speaker,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,109,50% เดือน 1-12,No Service 5Y,60,109,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,50,high,PDF advance payment: ฿654 | Current advance payment: ฿654 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
xboom BOUNCE,xboom-bounce,ลำโพงพกพา LG xboom Bounce by will.i.am,Bluetooth Speaker,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,139,50% เดือน 1-12,No Service 5Y,60,139,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,50,high,PDF advance payment: ฿834 | Current advance payment: ฿834 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
xboom STAGE301,xboom-stage301,LG xboom STAGE301 tuned by will.i.am,Bluetooth Speaker,ไม่รับบริการ 5 ปี (60 เดือน) | ไม่มีบริการ,60,299,50% เดือน 1-12,No Service 5Y,60,299,•Advance payment 50% 12 บลิ แรก,0,MATCH,Price list_Aug_V3.pdf,50,high,PDF advance payment: ฿1794 | Current advance payment: ฿1794 | PDF policy: NOSERVICE_5Y_PRO_ADV50%(12M)
